Campaign_Group,Campaign_Name,Ad_Name,Date,Objective,Ad_Format,Device,Job_Function,Seniority,Company_Size,Industry,Impressions,Clicks,CTR,Conversions,Conversion_Rate,Spend,CPC,Revenue,ROAS,Leads,Lead_Form_Completion_Rate,Engagement_Rate
Spring_Group,Spring_Launch_2024,IT_Ad,2024-06-08,Brand_Awareness,Single_Image,Desktop,IT,C-Level,501-1000,Marketing,486011,12013,2.47,1065,8.87,32283.71,2.69,190774.77,5.91,1065,73.62,3.01
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-06-08,Lead_Generation,Sponsored_Content,Desktop,Sales,Manager,10001+,Technology,214307,6311,2.94,538,8.52,15415.09,2.44,110815.17,7.19,538,67.97,3.62
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-06-08,Conversions,Video,Desktop,HR,VP,10001+,Healthcare,423816,10236,2.42,542,5.3,23693.5,2.31,91564.31,3.86,542,72.57,3.6
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-06-08,Brand_Awareness,Single_Image,Desktop,IT,VP,501-1000,Technology,428564,8452,1.97,699,8.27,17966.01,2.13,116621.08,6.49,699,69.61,3.22
New_Group,New_Year_2024,IT_Ad,2024-06-08,Lead_Generation,Single_Image,Desktop,IT,Manager,501-1000,Consulting,328825,9270,2.82,776,8.37,27098.94,2.92,166828.19,6.16,776,72.11,3.94
New_Group,New_Year_2024,Finance_Ad,2024-06-08,Lead_Generation,Single_Image,Desktop,Finance,Manager,1001-5000,Healthcare,412965,8379,2.03,498,5.94,23939.99,2.86,100439.59,4.2,498,74.88,3.04
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-06-09,Brand_Awareness,Single_Image,Desktop,Marketing,Manager,10001+,Education,491243,17275,3.52,986,5.71,44940.25,2.6,191052.17,4.25,986,68.79,4.22
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-06-09,Lead_Generation,Sponsored_Content,Mobile,Marketing,VP,5001-10000,Consulting,331627,10364,3.13,643,6.2,26783.42,2.58,123470.99,4.61,643,69.72,3.42
Black_Group,Black_Friday_2024,HR_Ad,2024-06-09,Brand_Awareness,Video,Mobile,HR,Manager,501-1000,Consulting,574389,12606,2.19,639,5.07,29777.72,2.36,112737.33,3.79,639,72.73,3.01
Black_Group,Black_Friday_2024,Operations_Ad,2024-06-09,Conversions,Video,Mobile,Operations,Director,5001-10000,Education,265879,9143,3.44,488,5.34,24119.22,2.64,106416.04,4.41,488,77.32,3.08
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-06-09,Brand_Awareness,Sponsored_Content,Desktop,IT,Manager,1001-5000,Healthcare,442138,12750,2.88,1175,9.22,36602.62,2.87,236213.92,6.45,1175,68.04,4.21
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-06-09,Brand_Awareness,Carousel,Mobile,IT,Director,5001-10000,Education,330767,8380,2.53,569,6.79,20202.82,2.41,122227.76,6.05,569,75.54,2.93
Summer_Group,Summer_Sale_2024,IT_Ad,2024-06-09,Brand_Awareness,Sponsored_Content,Desktop,IT,C-Level,1001-5000,Education,339072,7040,2.08,602,8.55,18009.58,2.56,114892.94,6.38,602,71.49,3.23
Summer_Group,Summer_Sale_2024,HR_Ad,2024-06-09,Brand_Awareness,Single_Image,Mobile,HR,C-Level,1001-5000,Education,544716,13026,2.39,876,6.73,29028.87,2.23,143848.02,4.96,876,77.46,4.2
Back_Group,Back_To_School_2024,HR_Ad,2024-06-09,Brand_Awareness,Sponsored_Content,Mobile,HR,Manager,5001-10000,Education,652397,19018,2.92,1758,9.24,52428.16,2.76,312333.81,5.96,1758,69.07,3.93
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-09,Brand_Awareness,Sponsored_Content,Mobile,Sales,C-Level,5001-10000,Healthcare,428417,14333,3.35,914,6.38,32966.49,2.3,178110.06,5.4,914,65.97,2.94
Spring_Group,Spring_Launch_2024,HR_Ad,2024-06-09,Conversions,Carousel,Desktop,HR,C-Level,501-1000,Education,361765,8052,2.23,676,8.4,15834.59,1.97,130105.03,8.22,676,73.4,3.11
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-06-09,Conversions,Carousel,Desktop,Sales,Manager,1001-5000,Education,498719,10278,2.06,563,5.48,30191.87,2.94,93824.4,3.11,563,72.62,3.36
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-06-09,Lead_Generation,Video,Mobile,Marketing,Director,5001-10000,Technology,612219,20551,3.36,1688,8.21,57764.54,2.81,285292.28,4.94,1688,64.8,2.97
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-06-09,Conversions,Sponsored_Content,Mobile,Operations,Director,10001+,Technology,504956,15471,3.06,1209,7.81,45196.43,2.92,212430.99,4.7,1209,65.17,3.41
New_Group,New_Year_2024,HR_Ad,2024-06-09,Brand_Awareness,Video,Mobile,HR,Director,10001+,Technology,441100,13302,3.02,1114,8.37,27322.89,2.05,224140.57,8.2,1114,74.36,4.27
New_Group,New_Year_2024,Operations_Ad,2024-06-09,Lead_Generation,Sponsored_Content,Desktop,Operations,VP,1001-5000,Technology,306906,10081,3.28,918,9.11,20601.52,2.04,159694.05,7.75,918,70.9,4.26
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-06-10,Brand_Awareness,Video,Mobile,Marketing,Director,1001-5000,Healthcare,162806,3288,2.02,187,5.69,7401.69,2.25,37321.04,5.04,187,67.85,2.97
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-06-10,Brand_Awareness,Carousel,Mobile,Finance,Manager,5001-10000,Education,353672,7225,2.04,439,6.08,16081.74,2.23,71486.71,4.45,439,66.25,4.05
Black_Group,Black_Friday_2024,HR_Ad,2024-06-10,Brand_Awareness,Carousel,Mobile,HR,Director,501-1000,Education,165397,3306,2.0,179,5.41,8533.91,2.58,32699.72,3.83,179,63.93,3.4
Black_Group,Black_Friday_2024,Finance_Ad,2024-06-10,Brand_Awareness,Single_Image,Mobile,Finance,Manager,1001-5000,Marketing,502747,15028,2.99,1197,7.97,36805.28,2.45,257168.0,6.99,1197,75.19,4.22
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-06-10,Brand_Awareness,Video,Desktop,Operations,Manager,5001-10000,Consulting,279312,10121,3.62,631,6.23,23031.53,2.28,116419.96,5.05,631,75.02,4.25
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-06-10,Conversions,Video,Mobile,Finance,Manager,501-1000,Healthcare,511265,11346,2.22,770,6.79,24618.25,2.17,140408.08,5.7,770,67.28,4.1
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-06-10,Lead_Generation,Single_Image,Mobile,Sales,C-Level,1001-5000,Consulting,395705,11696,2.96,1056,9.03,28417.97,2.43,208399.98,7.33,1056,68.62,3.8
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-06-10,Conversions,Carousel,Mobile,Finance,VP,1001-5000,Education,451998,9549,2.11,836,8.75,23256.61,2.44,178338.29,7.67,836,71.62,3.89
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-10,Conversions,Single_Image,Mobile,Sales,Manager,1001-5000,Education,558245,18545,3.32,1256,6.77,38224.22,2.06,220962.56,5.78,1256,63.99,4.08
Back_Group,Back_To_School_2024,HR_Ad,2024-06-10,Lead_Generation,Sponsored_Content,Desktop,HR,Director,10001+,Technology,264950,6632,2.5,540,8.14,18632.86,2.81,104684.21,5.62,540,68.31,3.62
Spring_Group,Spring_Launch_2024,IT_Ad,2024-06-10,Lead_Generation,Video,Mobile,IT,Director,10001+,Education,201634,6415,3.18,456,7.11,14065.33,2.19,76099.46,5.41,456,73.99,4.17
Spring_Group,Spring_Launch_2024,IT_Ad,2024-06-10,Brand_Awareness,Single_Image,Mobile,IT,Manager,501-1000,Education,540228,11343,2.1,790,6.96,32737.86,2.89,131202.69,4.01,790,66.58,3.05
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-06-10,Conversions,Carousel,Desktop,IT,Manager,10001+,Technology,278610,6189,2.22,367,5.93,17727.9,2.86,68516.0,3.86,367,74.26,3.85
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-06-10,Lead_Generation,Single_Image,Desktop,Finance,Manager,501-1000,Healthcare,354857,12714,3.58,1053,8.28,32030.13,2.52,193230.32,6.03,1053,70.0,3.03
New_Group,New_Year_2024,Finance_Ad,2024-06-10,Conversions,Single_Image,Desktop,Finance,C-Level,5001-10000,Education,239538,5783,2.41,316,5.46,11787.28,2.04,64045.45,5.43,316,67.15,3.99
New_Group,New_Year_2024,IT_Ad,2024-06-10,Lead_Generation,Video,Desktop,IT,Manager,10001+,Consulting,557540,14120,2.53,973,6.89,38660.54,2.74,199967.41,5.17,973,68.26,4.22
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-06-11,Conversions,Video,Mobile,IT,VP,5001-10000,Technology,534704,13949,2.61,1116,8.0,30059.38,2.15,217357.6,7.23,1116,77.98,4.05
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-06-11,Conversions,Video,Desktop,Marketing,Director,10001+,Consulting,370208,11774,3.18,1069,9.08,27124.63,2.3,201018.18,7.41,1069,69.57,3.16
Black_Group,Black_Friday_2024,Operations_Ad,2024-06-11,Brand_Awareness,Sponsored_Content,Mobile,Operations,Manager,1001-5000,Technology,337900,6635,1.96,507,7.64,17295.5,2.61,93527.76,5.41,507,77.63,3.88
Black_Group,Black_Friday_2024,Operations_Ad,2024-06-11,Lead_Generation,Carousel,Mobile,Operations,Director,5001-10000,Healthcare,338418,8786,2.6,649,7.39,21661.74,2.47,115010.08,5.31,649,67.44,3.31
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-06-11,Lead_Generation,Sponsored_Content,Mobile,HR,VP,5001-10000,Marketing,268383,6881,2.56,560,8.14,16009.74,2.33,95635.27,5.97,560,73.03,3.84
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-06-11,Brand_Awareness,Single_Image,Desktop,Sales,Director,501-1000,Education,270542,6165,2.28,533,8.65,14901.8,2.42,108328.82,7.27,533,76.3,4.11
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-06-11,Conversions,Sponsored_Content,Desktop,Sales,Director,10001+,Education,411284,12360,3.01,1018,8.24,35379.06,2.86,185173.15,5.23,1018,68.88,3.41
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-06-11,Brand_Awareness,Sponsored_Content,Mobile,Finance,C-Level,501-1000,Marketing,526327,13521,2.57,1028,7.6,28985.76,2.14,216954.25,7.48,1028,70.89,3.2
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-11,Conversions,Carousel,Mobile,Sales,Manager,5001-10000,Healthcare,429961,13886,3.23,1104,7.95,36745.31,2.65,227522.95,6.19,1104,75.69,4.17
Back_Group,Back_To_School_2024,HR_Ad,2024-06-11,Lead_Generation,Video,Desktop,HR,VP,5001-10000,Technology,539559,14143,2.62,1154,8.16,28966.25,2.05,195659.35,6.75,1154,76.23,3.46
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-06-11,Conversions,Carousel,Mobile,Finance,Manager,501-1000,Healthcare,674818,19104,2.83,1262,6.61,45933.91,2.4,208225.94,4.53,1262,64.06,3.61
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-06-11,Lead_Generation,Carousel,Mobile,Sales,Manager,10001+,Consulting,494409,14558,2.94,1362,9.36,40837.09,2.81,233829.73,5.73,1362,73.27,3.48
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-06-11,Conversions,Single_Image,Desktop,IT,Director,501-1000,Consulting,227701,5384,2.36,441,8.19,11843.51,2.2,80145.19,6.77,441,67.53,4.16
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-06-11,Conversions,Video,Desktop,Finance,Manager,5001-10000,Education,209471,6694,3.2,518,7.74,19421.61,2.9,99842.06,5.14,518,64.77,3.6
New_Group,New_Year_2024,Operations_Ad,2024-06-11,Brand_Awareness,Single_Image,Desktop,Operations,Manager,501-1000,Consulting,535657,17501,3.27,1008,5.76,48224.72,2.76,192798.06,4.0,1008,76.11,3.78
New_Group,New_Year_2024,IT_Ad,2024-06-11,Lead_Generation,Carousel,Desktop,IT,Manager,1001-5000,Education,396324,13747,3.47,832,6.05,39964.7,2.91,143036.92,3.58,832,76.18,3.23
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-06-12,Lead_Generation,Carousel,Mobile,Marketing,VP,5001-10000,Education,610895,15064,2.47,1033,6.86,29808.69,1.98,169206.36,5.68,1033,66.85,3.57
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-06-12,Brand_Awareness,Carousel,Mobile,Operations,Manager,501-1000,Marketing,186747,3764,2.02,264,7.01,7949.74,2.11,57293.01,7.21,264,65.23,3.78
Black_Group,Black_Friday_2024,Finance_Ad,2024-06-12,Lead_Generation,Sponsored_Content,Desktop,Finance,Director,1001-5000,Healthcare,201009,4142,2.06,248,5.99,8256.91,1.99,49731.64,6.02,248,77.57,3.68
Black_Group,Black_Friday_2024,IT_Ad,2024-06-12,Brand_Awareness,Carousel,Mobile,IT,Director,5001-10000,Technology,395555,9467,2.39,482,5.09,27297.87,2.88,94389.26,3.46,482,66.44,2.98
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-06-12,Lead_Generation,Sponsored_Content,Mobile,HR,C-Level,10001+,Technology,425577,15040,3.53,869,5.78,40706.12,2.71,143597.97,3.53,869,70.9,2.96
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-06-12,Conversions,Single_Image,Desktop,Operations,C-Level,10001+,Marketing,192375,6356,3.3,566,8.9,15576.33,2.45,116936.54,7.51,566,71.78,4.02
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-06-12,Lead_Generation,Video,Desktop,Finance,Director,1001-5000,Marketing,245493,5642,2.3,285,5.05,14931.06,2.65,46103.51,3.09,285,69.3,4.13
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-06-12,Conversions,Carousel,Mobile,Sales,Director,10001+,Marketing,313311,9561,3.05,831,8.69,27643.43,2.89,143750.1,5.2,831,69.64,3.78
Back_Group,Back_To_School_2024,Operations_Ad,2024-06-12,Lead_Generation,Video,Mobile,Operations,C-Level,501-1000,Consulting,456474,11348,2.49,740,6.52,30653.9,2.7,158565.87,5.17,740,69.68,3.2
Back_Group,Back_To_School_2024,Operations_Ad,2024-06-12,Conversions,Single_Image,Mobile,Operations,Manager,10001+,Education,414034,12895,3.11,782,6.06,29926.57,2.32,157221.4,5.25,782,69.88,4.1
Spring_Group,Spring_Launch_2024,IT_Ad,2024-06-12,Lead_Generation,Carousel,Desktop,IT,C-Level,1001-5000,Consulting,503038,18075,3.59,1131,6.26,42059.9,2.33,224208.9,5.33,1131,73.96,2.9
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-06-12,Lead_Generation,Single_Image,Mobile,Sales,C-Level,1001-5000,Education,536488,12146,2.26,914,7.53,35219.58,2.9,154208.69,4.38,914,64.65,4.15
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-06-12,Lead_Generation,Sponsored_Content,Mobile,Marketing,C-Level,10001+,Marketing,244554,6576,2.69,442,6.72,13452.85,2.05,90543.78,6.73,442,73.29,4.13
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-06-12,Lead_Generation,Carousel,Mobile,Marketing,Director,1001-5000,Education,361483,9089,2.51,712,7.83,20852.99,2.29,127576.05,6.12,712,76.22,3.35
New_Group,New_Year_2024,Marketing_Ad,2024-06-12,Brand_Awareness,Carousel,Mobile,Marketing,C-Level,501-1000,Marketing,488350,9926,2.03,556,5.6,20603.68,2.08,100700.18,4.89,556,65.56,3.54
New_Group,New_Year_2024,Sales_Ad,2024-06-12,Conversions,Video,Desktop,Sales,VP,10001+,Healthcare,219284,5301,2.42,462,8.72,12704.33,2.4,94672.41,7.45,462,76.45,4.31
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-06-13,Brand_Awareness,Single_Image,Mobile,Sales,C-Level,5001-10000,Education,269956,8431,3.12,766,9.09,17514.84,2.08,133613.54,7.63,766,68.87,4.29
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-06-13,Conversions,Video,Desktop,Sales,Manager,5001-10000,Consulting,527351,10754,2.04,922,8.57,21571.76,2.01,152601.33,7.07,922,75.99,4.21
Black_Group,Black_Friday_2024,IT_Ad,2024-06-13,Conversions,Video,Desktop,IT,Manager,10001+,Consulting,271757,6330,2.33,338,5.34,12550.66,1.98,64876.44,5.17,338,74.27,3.57
Black_Group,Black_Friday_2024,Marketing_Ad,2024-06-13,Lead_Generation,Carousel,Desktop,Marketing,VP,5001-10000,Consulting,292262,6743,2.31,509,7.55,14779.61,2.19,107031.79,7.24,509,69.64,4.23
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-06-13,Brand_Awareness,Video,Desktop,Sales,Director,5001-10000,Consulting,252745,8474,3.35,745,8.79,19421.62,2.29,159360.53,8.21,745,73.85,3.39
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-06-13,Conversions,Video,Mobile,IT,C-Level,1001-5000,Healthcare,441428,12743,2.89,1077,8.45,30746.8,2.41,221298.85,7.2,1077,64.08,3.1
Summer_Group,Summer_Sale_2024,IT_Ad,2024-06-13,Conversions,Single_Image,Mobile,IT,VP,10001+,Marketing,505564,15620,3.09,1005,6.43,34131.32,2.19,188777.75,5.53,1005,72.27,4.18
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-06-13,Brand_Awareness,Sponsored_Content,Desktop,Sales,Manager,1001-5000,Technology,300757,7709,2.56,665,8.63,20911.62,2.71,127196.7,6.08,665,68.1,4.24
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-13,Conversions,Sponsored_Content,Desktop,Sales,Director,5001-10000,Healthcare,697055,16292,2.34,850,5.22,44466.81,2.73,137390.63,3.09,850,68.89,3.55
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-13,Conversions,Video,Desktop,Sales,C-Level,10001+,Technology,294480,7643,2.6,499,6.53,15944.99,2.09,103963.69,6.52,499,68.67,3.73
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-06-13,Brand_Awareness,Carousel,Desktop,Sales,Director,5001-10000,Education,523251,16694,3.19,932,5.58,40703.77,2.44,198356.6,4.87,932,67.6,3.37
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-06-13,Lead_Generation,Single_Image,Desktop,Finance,Director,501-1000,Education,677318,21963,3.24,1138,5.18,62341.06,2.84,240513.01,3.86,1138,75.15,3.64
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-06-13,Brand_Awareness,Carousel,Desktop,Operations,Manager,501-1000,Healthcare,406924,11701,2.88,1077,9.2,25157.9,2.15,217448.79,8.64,1077,72.37,4.05
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-06-13,Brand_Awareness,Single_Image,Desktop,Marketing,VP,5001-10000,Marketing,298464,6152,2.06,570,9.27,13619.6,2.21,119697.91,8.79,570,77.07,3.02
New_Group,New_Year_2024,Marketing_Ad,2024-06-13,Conversions,Sponsored_Content,Desktop,Marketing,VP,1001-5000,Technology,471807,9748,2.07,564,5.79,26960.25,2.77,104268.38,3.87,564,67.73,4.22
New_Group,New_Year_2024,Operations_Ad,2024-06-13,Brand_Awareness,Carousel,Desktop,Operations,Director,1001-5000,Consulting,486553,16071,3.3,1235,7.68,40982.63,2.55,226407.67,5.52,1235,67.29,3.38
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-06-14,Brand_Awareness,Carousel,Desktop,IT,Manager,10001+,Healthcare,182489,5695,3.12,422,7.41,13520.57,2.37,86697.23,6.41,422,67.69,3.49
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-06-14,Conversions,Carousel,Mobile,Finance,Director,5001-10000,Marketing,393881,8076,2.05,429,5.31,17033.44,2.11,87678.43,5.15,429,68.16,3.49
Black_Group,Black_Friday_2024,Marketing_Ad,2024-06-14,Lead_Generation,Carousel,Desktop,Marketing,C-Level,5001-10000,Technology,240317,8612,3.58,455,5.28,23724.55,2.75,81411.71,3.43,455,64.6,2.97
Black_Group,Black_Friday_2024,Finance_Ad,2024-06-14,Conversions,Sponsored_Content,Desktop,Finance,Manager,501-1000,Marketing,419417,10482,2.5,687,6.55,22922.76,2.19,143139.59,6.24,687,75.23,3.39
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-06-14,Lead_Generation,Video,Desktop,HR,Manager,10001+,Healthcare,501127,12959,2.59,1031,7.96,30301.22,2.34,189091.93,6.24,1031,71.7,3.05
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-06-14,Conversions,Single_Image,Mobile,Sales,Director,1001-5000,Technology,362219,11614,3.21,659,5.67,32874.64,2.83,121856.03,3.71,659,70.8,4.18
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-06-14,Conversions,Single_Image,Desktop,Finance,VP,1001-5000,Healthcare,223331,4998,2.24,285,5.7,10489.11,2.1,60152.92,5.73,285,72.7,3.49
Summer_Group,Summer_Sale_2024,HR_Ad,2024-06-14,Lead_Generation,Sponsored_Content,Mobile,HR,C-Level,5001-10000,Technology,273069,6719,2.46,558,8.3,19278.85,2.87,90771.55,4.71,558,70.47,4.09
Back_Group,Back_To_School_2024,IT_Ad,2024-06-14,Conversions,Single_Image,Desktop,IT,C-Level,10001+,Consulting,241605,8742,3.62,724,8.28,24387.15,2.79,122518.13,5.02,724,65.43,3.8
Back_Group,Back_To_School_2024,Finance_Ad,2024-06-14,Conversions,Carousel,Mobile,Finance,C-Level,501-1000,Technology,362047,7993,2.21,704,8.81,22355.51,2.8,130412.99,5.83,704,72.53,3.62
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-06-14,Brand_Awareness,Sponsored_Content,Mobile,Marketing,VP,1001-5000,Consulting,372043,7857,2.11,561,7.14,21403.89,2.72,110136.3,5.15,561,72.6,3.43
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-06-14,Brand_Awareness,Sponsored_Content,Mobile,Marketing,Director,10001+,Technology,355876,11679,3.28,658,5.63,28252.33,2.42,107057.45,3.79,658,64.15,2.93
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-06-14,Lead_Generation,Video,Mobile,Sales,VP,10001+,Technology,431830,10143,2.35,788,7.77,22336.92,2.2,138112.1,6.18,788,73.47,4.07
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-06-14,Brand_Awareness,Sponsored_Content,Desktop,Finance,VP,501-1000,Education,400581,12685,3.17,819,6.46,26157.05,2.06,164136.07,6.28,819,77.13,3.77
New_Group,New_Year_2024,IT_Ad,2024-06-14,Brand_Awareness,Single_Image,Desktop,IT,Manager,5001-10000,Marketing,540760,13448,2.49,1057,7.86,31518.33,2.34,190406.37,6.04,1057,70.57,3.97
New_Group,New_Year_2024,Marketing_Ad,2024-06-14,Conversions,Carousel,Desktop,Marketing,C-Level,10001+,Marketing,266954,8445,3.16,740,8.76,22854.11,2.71,120516.84,5.27,740,65.52,4.25
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-06-15,Conversions,Single_Image,Mobile,Marketing,VP,5001-10000,Healthcare,159567,4435,2.78,379,8.55,9418.21,2.12,63293.26,6.72,379,65.12,3.61
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-06-15,Lead_Generation,Single_Image,Mobile,Operations,C-Level,1001-5000,Healthcare,354395,10884,3.07,824,7.57,28636.91,2.63,172277.11,6.02,824,73.8,3.15
Black_Group,Black_Friday_2024,HR_Ad,2024-06-15,Lead_Generation,Single_Image,Mobile,HR,Manager,5001-10000,Marketing,296433,9534,3.22,830,8.71,25600.9,2.69,143617.98,5.61,830,67.07,3.71
Black_Group,Black_Friday_2024,IT_Ad,2024-06-15,Brand_Awareness,Video,Mobile,IT,Manager,501-1000,Healthcare,448524,11024,2.46,714,6.48,30384.15,2.76,115772.06,3.81,714,73.14,3.14
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-06-15,Brand_Awareness,Video,Desktop,Marketing,C-Level,10001+,Marketing,302899,6020,1.99,449,7.46,15209.36,2.53,74981.58,4.93,449,64.62,3.59
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-06-15,Conversions,Sponsored_Content,Mobile,Marketing,C-Level,501-1000,Consulting,634624,22607,3.56,1831,8.1,45974.75,2.03,315687.24,6.87,1831,64.38,3.36
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-06-15,Conversions,Video,Desktop,Marketing,Manager,501-1000,Technology,328228,9749,2.97,882,9.05,19578.12,2.01,145187.38,7.42,882,66.98,3.5
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-06-15,Lead_Generation,Single_Image,Mobile,Finance,Manager,1001-5000,Healthcare,331272,12009,3.63,721,6.0,23541.78,1.96,137045.5,5.82,721,73.76,3.83
Back_Group,Back_To_School_2024,Marketing_Ad,2024-06-15,Conversions,Carousel,Desktop,Marketing,Director,10001+,Consulting,292285,6698,2.29,581,8.67,13221.77,1.97,106376.12,8.05,581,76.17,3.35
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-15,Brand_Awareness,Single_Image,Mobile,Sales,VP,5001-10000,Consulting,279286,5800,2.08,515,8.88,15980.23,2.76,90948.06,5.69,515,65.91,3.16
Spring_Group,Spring_Launch_2024,IT_Ad,2024-06-15,Lead_Generation,Video,Mobile,IT,C-Level,1001-5000,Education,626916,15301,2.44,1418,9.27,33459.12,2.19,283161.32,8.46,1418,75.72,3.96
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-06-15,Lead_Generation,Video,Mobile,Finance,Manager,5001-10000,Healthcare,495770,16902,3.41,1331,7.87,42870.33,2.54,239695.06,5.59,1331,77.83,4.11
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-06-15,Conversions,Video,Desktop,Finance,Director,501-1000,Healthcare,169609,3905,2.3,201,5.15,10518.55,2.69,36304.76,3.45,201,71.46,3.18
